member_number,Recency,Frequency,Monetary,R,F,M,RFM_Level
3205,115.0,5,92.6,3,3,3,REGULARS
3206,90.16666666666669,6,115.92,4,4,4,ACTIVE
3207,153.75,4,147.21,2,3,4,REGULARS
3208,93.2,5,73.0,4,3,2,ACTIVE
3209,131.0,5,49.4,3,3,2,REGULARS
3210,229.66666666666663,3,75.9,1,2,3,REGULARS
3211,189.5,2,33.0,2,1,1,REGULARS
3212,315.0,2,45.9,1,1,2,REGULARS
3213,200.66666666666663,3,70.79,2,2,2,REGULARS
3214,87.5,4,104.81,4,3,3,ACTIVE
3215,168.0,4,96.65,2,3,3,REGULARS
3216,211.5,2,12.0,2,1,1,REGULARS
3217,168.33333333333334,3,43.6,2,2,1,REGULARS
3218,361.5,2,36.1,1,1,1,NEW
3219,236.0,3,60.55,1,2,2,REGULARS
3220,145.4,5,60.7,3,3,2,REGULARS
3221,79.22222222222223,9,227.2,4,4,4,ACTIVE
3222,178.25,4,68.22,2,3,2,REGULARS
3223,511.0,1,75.6,1,1,3,REGULARS
3224,142.0,4,112.76,3,3,3,REGULARS
3225,79.0,7,211.71,4,4,4,ACTIVE
3226,168.0,4,104.2,2,3,3,REGULARS
3227,133.8,5,78.66,3,3,3,REGULARS
3228,338.0,1,97.81,1,1,3,REGULARS
3229,136.33333333333334,3,100.8,3,2,3,REGULARS
3230,350.0,1,19.6,1,1,1,NEW
3231,324.0,2,26.01,1,1,1,NEW
3232,78.14285714285714,7,128.45,4,4,4,ACTIVE
3233,430.0,1,39.5,1,1,1,NEW
3234,136.0,1,17.11,3,1,1,REGULARS
3235,144.66666666666666,3,50.6,3,2,2,REGULARS
3236,155.5,4,79.2,2,3,3,REGULARS
3237,128.25,4,76.5,3,3,3,REGULARS
3238,346.0,2,24.0,1,1,1,NEW
3239,33.0,1,5.9,4,1,1,REGULARS
3240,212.5,2,11.4,2,1,1,REGULARS
3241,240.33333333333331,3,77.6,1,2,3,REGULARS
3242,173.0,3,33.1,2,2,1,REGULARS
3243,727.0,1,8.9,1,1,1,NEW
3244,185.66666666666663,3,27.9,2,2,1,REGULARS
3245,68.0,5,271.8,4,3,4,ACTIVE
3246,89.375,8,221.4,4,4,4,ACTIVE
3247,94.42857142857144,7,165.9,4,4,4,ACTIVE
3248,69.2,10,205.45,4,4,4,ACTIVE
3249,318.5,2,52.35,1,1,2,REGULARS
3250,218.5,2,42.1,1,1,1,NEW
3251,78.85714285714286,7,248.12,4,4,4,ACTIVE
3252,119.0,5,60.0,3,3,2,REGULARS
3253,276.0,2,51.9,1,1,2,REGULARS
3254,167.0,4,73.92,2,3,2,REGULARS
3255,117.66666666666669,6,71.11,3,4,2,REGULARS
3256,111.5,4,65.3,4,3,2,ACTIVE
3257,242.0,2,57.25,1,1,2,REGULARS
3258,104.83333333333331,6,130.35,4,4,4,ACTIVE
3259,174.25,4,49.92,2,3,2,REGULARS
3260,121.66666666666669,3,80.2,3,2,3,REGULARS
3262,155.75,4,96.41,2,3,3,REGULARS
3263,207.33333333333331,3,47.3,2,2,2,REGULARS
3264,134.2,5,49.35,3,3,2,REGULARS
3265,269.5,2,55.5,1,1,2,REGULARS
3266,76.0,7,143.55,4,4,4,ACTIVE
3267,160.75,4,50.2,2,3,2,REGULARS
3268,100.85714285714286,7,132.27,4,4,4,ACTIVE
3269,269.5,2,26.1,1,1,1,NEW
3270,229.0,1,6.9,1,1,1,NEW
3271,224.33333333333331,3,72.2,1,2,2,REGULARS
3272,310.5,2,16.65,1,1,1,NEW
3273,231.33333333333331,3,81.4,1,2,3,REGULARS
3275,130.33333333333334,3,109.0,3,2,3,REGULARS
3276,127.25,4,151.8,3,3,4,REGULARS
3277,163.0,3,68.6,2,2,2,REGULARS
3278,328.5,2,38.2,1,1,1,NEW
3279,221.0,3,55.69,1,2,2,REGULARS
3280,190.33333333333331,3,77.8,2,2,3,REGULARS
3281,206.66666666666663,3,103.7,2,2,3,REGULARS
3282,119.4,5,86.83,3,3,3,REGULARS
3283,160.0,4,46.4,2,3,2,REGULARS
3284,103.57142857142856,7,130.2,4,4,4,ACTIVE
3285,217.5,2,69.31,1,1,2,REGULARS
3286,249.5,2,21.6,1,1,1,NEW
3287,154.0,4,150.45,2,3,4,REGULARS
3288,206.33333333333331,3,25.4,2,2,1,REGULARS
3289,70.5,10,334.17,4,4,4,ACTIVE
3290,215.0,1,10.9,2,1,1,REGULARS
3291,357.5,2,39.91,1,1,1,NEW
3292,169.66666666666666,3,136.2,2,2,4,REGULARS
3293,236.66666666666663,3,25.3,1,2,1,REGULARS
3294,112.0,6,127.05,4,4,4,ACTIVE
3295,221.33333333333331,3,85.63,1,2,3,REGULARS
3296,60.6,5,119.5,4,3,4,ACTIVE
3297,129.6,5,124.71,3,3,4,REGULARS
3298,173.25,4,122.7,2,3,4,REGULARS
3299,180.0,4,166.1,2,3,4,REGULARS
3300,134.5,4,117.95,3,3,4,REGULARS
3301,249.0,1,7.1,1,1,1,NEW
3302,220.0,3,47.7,1,2,2,REGULARS
3303,239.66666666666663,3,44.4,1,2,2,REGULARS
3304,136.66666666666666,3,80.3,3,2,3,REGULARS
3305,221.33333333333331,3,37.34,1,2,1,REGULARS
3306,99.0,7,90.8,4,4,3,ACTIVE
3307,162.25,4,48.5,2,3,2,REGULARS
3308,70.0,9,163.94,4,4,4,ACTIVE
3309,99.85714285714286,7,71.67,4,4,2,ACTIVE
3310,119.25,4,56.55,3,3,2,REGULARS
3311,176.66666666666666,3,84.66,2,2,3,REGULARS
3312,145.5,4,95.05,3,3,3,REGULARS
3313,223.0,3,29.41,1,2,1,REGULARS
3314,504.0,1,21.6,1,1,1,NEW
3315,141.6,5,90.5,3,3,3,REGULARS
3316,158.66666666666666,3,62.16,2,2,2,REGULARS
3317,187.33333333333331,3,33.71,2,2,1,REGULARS
3318,176.0,2,43.8,2,1,1,REGULARS
3319,151.0,2,34.0,3,1,1,REGULARS
3320,236.0,3,73.4,1,2,2,REGULARS
3321,131.8,5,91.8,3,3,3,REGULARS
3322,86.0,6,149.8,4,4,4,ACTIVE
3323,172.5,4,96.36,2,3,3,REGULARS
3324,120.4,5,64.5,3,3,2,REGULARS
3325,125.6,5,132.62,3,3,4,REGULARS
3326,331.5,2,31.5,1,1,1,NEW
3327,88.66666666666667,6,78.53,4,4,3,ACTIVE
3328,64.75,4,120.12,4,3,4,ACTIVE
3329,114.8,5,112.6,3,3,3,REGULARS
3330,249.0,2,54.01,1,1,2,REGULARS
3331,112.5,2,43.24,4,1,1,REGULARS
3332,232.5,2,33.55,1,1,1,NEW
3333,298.5,2,11.6,1,1,1,NEW
3334,180.0,4,91.0,2,3,3,REGULARS
3335,481.0,1,37.5,1,1,1,NEW
3336,279.0,1,22.2,1,1,1,NEW
3337,99.6,5,141.86,4,3,4,ACTIVE
3338,145.75,4,69.1,3,3,2,REGULARS
3339,87.0,3,74.0,4,2,2,ACTIVE
3341,225.0,2,43.52,1,1,1,NEW
3342,131.0,4,104.5,3,3,3,REGULARS
3343,137.4,5,94.44,3,4,3,REGULARS
3344,143.0,5,45.2,3,4,2,REGULARS
3345,91.0,1,5.2,4,1,1,REGULARS
3346,168.66666666666666,3,169.7,2,2,4,REGULARS
3347,143.8,5,135.8,3,4,4,REGULARS
3348,118.5,6,108.65,3,4,3,REGULARS
3349,237.0,3,97.81,1,2,3,REGULARS
3350,354.0,2,11.9,1,1,1,NEW
3351,282.5,2,45.2,1,1,2,REGULARS
3352,66.66666666666667,3,38.2,4,2,1,ACTIVE
3353,117.5,6,113.35,3,4,3,REGULARS
3354,99.16666666666669,6,127.6,4,4,4,ACTIVE
3355,36.5,2,103.8,4,1,3,REGULARS
3356,112.83333333333331,6,117.3,3,4,4,REGULARS
3357,196.66666666666663,3,81.7,2,2,3,REGULARS
3358,95.4,5,165.9,4,4,4,ACTIVE
3359,285.5,2,41.82,1,1,1,NEW
3360,209.0,3,123.4,2,2,4,REGULARS
3361,79.44444444444444,9,240.5,4,4,4,ACTIVE
3362,578.0,1,4.6,1,1,1,NEW
3363,85.16666666666667,6,84.5,4,4,3,ACTIVE
3364,120.6,5,110.4,3,4,3,REGULARS
3365,73.16666666666667,6,86.75,4,4,3,ACTIVE
3366,290.5,2,28.1,1,1,1,NEW
3367,671.0,1,32.8,1,1,1,NEW
3368,165.33333333333334,3,76.65,2,2,3,REGULARS
3369,141.0,5,161.84,3,4,4,REGULARS
3370,100.25,4,112.1,4,3,3,ACTIVE
3372,673.0,1,23.8,1,1,1,NEW
3373,300.0,2,8.8,1,1,1,NEW
3374,259.5,2,64.2,1,1,2,REGULARS
3375,145.66666666666666,3,81.5,3,2,3,REGULARS
3376,722.0,1,10.3,1,1,1,NEW
3377,488.0,1,14.4,1,1,1,NEW
3378,177.25,4,52.2,2,3,2,REGULARS
3379,192.5,2,61.3,2,1,2,REGULARS
3380,112.5,6,174.3,4,4,4,ACTIVE
3381,213.0,2,45.5,2,1,2,REGULARS
3382,212.66666666666663,3,59.76,2,2,2,REGULARS
3383,228.66666666666663,3,23.1,1,2,1,REGULARS
3384,132.4,5,71.35,3,4,2,REGULARS
3385,151.25,4,78.33,3,3,3,REGULARS
3386,163.0,4,27.4,2,3,1,REGULARS
3387,200.0,3,52.12,2,2,2,REGULARS
3389,109.6,5,148.4,4,4,4,ACTIVE
3390,79.0,5,108.04,4,4,3,ACTIVE
3391,9.0,1,28.0,4,1,1,REGULARS
3393,112.16666666666669,6,151.15,4,4,4,ACTIVE
3394,134.33333333333334,3,64.66,3,2,2,REGULARS
3395,326.5,2,17.9,1,1,1,NEW
3396,142.0,5,116.8,3,4,4,REGULARS
3397,149.66666666666666,3,48.9,3,2,2,REGULARS
3398,181.25,4,154.31,2,3,4,REGULARS
3399,146.0,4,69.26,3,3,2,REGULARS
3400,227.66666666666663,3,72.2,1,2,2,REGULARS
3401,217.66666666666663,3,53.4,1,2,2,REGULARS
3402,80.11111111111111,9,181.52,4,4,4,ACTIVE
3403,236.0,3,35.92,1,2,1,REGULARS
3404,140.5,2,27.94,3,1,1,REGULARS
3405,124.25,4,188.1,3,3,4,REGULARS
3406,75.66666666666667,3,51.2,4,2,2,ACTIVE
3407,121.25,4,75.51,3,3,3,REGULARS
3408,316.0,2,16.7,1,1,1,NEW
3409,148.5,4,102.2,3,3,3,REGULARS
3410,101.28571428571428,7,142.24,4,4,4,ACTIVE
3411,151.75,4,52.3,3,3,2,REGULARS
3412,338.0,1,7.8,1,1,1,NEW
3413,103.0,5,50.1,4,4,2,ACTIVE
3414,159.25,4,135.0,2,3,4,REGULARS
3415,284.0,2,59.0,1,1,2,REGULARS
3416,126.8,5,203.81,3,4,4,REGULARS
3417,242.0,2,34.3,1,1,1,NEW
3418,199.0,2,12.4,2,1,1,REGULARS
3419,52.66666666666666,3,81.56,4,2,3,ACTIVE
3420,165.66666666666666,3,60.7,2,2,2,REGULARS
3421,164.25,4,102.75,2,3,3,REGULARS
3422,521.0,1,9.8,1,1,1,NEW
3423,163.75,4,44.2,2,3,2,REGULARS
3424,200.33333333333331,3,61.54,2,2,2,REGULARS
3425,241.33333333333331,3,32.31,1,2,1,REGULARS
3426,151.75,4,50.8,3,3,2,REGULARS
3427,149.5,4,136.7,3,3,4,REGULARS
3428,221.66666666666663,3,71.0,1,2,2,REGULARS
3429,110.0,6,171.52,4,4,4,ACTIVE
3430,179.25,4,86.81,2,3,3,REGULARS
3431,517.0,1,6.6,1,1,1,NEW
3432,154.0,2,24.5,2,1,1,REGULARS
3433,75.0,3,94.9,4,2,3,ACTIVE
3434,203.0,1,23.52,2,1,1,REGULARS
3435,141.4,5,114.6,3,4,3,REGULARS
3436,278.0,1,11.4,1,1,1,NEW
3437,103.33333333333331,6,167.22,4,4,4,ACTIVE
3438,96.0,6,147.35,4,4,4,ACTIVE
3439,128.4,5,74.9,3,4,3,REGULARS
3440,9.0,1,63.9,4,1,2,REGULARS
3441,309.5,2,38.3,1,1,1,NEW
3442,133.6,5,176.3,3,4,4,REGULARS
3443,115.0,4,86.91,3,3,3,REGULARS
3444,361.0,2,117.06,1,1,4,REGULARS
3445,106.0,3,46.71,4,2,2,ACTIVE
3447,175.25,4,78.0,2,3,3,REGULARS
3448,460.0,1,28.2,1,1,1,NEW
3449,99.0,3,32.0,4,2,1,ACTIVE
3450,90.85714285714286,7,131.57,4,4,4,ACTIVE
3451,180.25,4,27.0,2,3,1,REGULARS
3452,169.25,4,60.0,2,3,2,REGULARS
3453,241.0,2,12.1,1,1,1,NEW
3454,13.0,1,11.8,4,1,1,REGULARS
3455,110.66666666666669,3,45.7,4,2,2,ACTIVE
3456,139.6,5,81.5,3,4,3,REGULARS
3457,326.5,2,64.43,1,1,2,REGULARS
3458,122.0,5,43.9,3,4,2,REGULARS
3459,139.25,4,68.41,3,3,2,REGULARS
3460,79.75,4,123.51,4,3,4,ACTIVE
3461,295.0,2,34.3,1,1,1,NEW
3462,77.11111111111111,9,191.49,4,4,4,ACTIVE
3463,58.75,4,61.75,4,3,2,ACTIVE
3464,331.5,2,40.2,1,1,1,NEW
3465,78.0,9,223.34,4,4,4,ACTIVE
3466,289.0,2,20.7,1,1,1,NEW
3467,105.33333333333331,6,177.76,4,4,4,ACTIVE
3468,177.0,4,82.21,2,3,3,REGULARS
3469,138.8,5,137.0,3,4,4,REGULARS
3470,134.33333333333334,3,102.14,3,2,3,REGULARS
3471,87.5,4,90.9,4,3,3,ACTIVE
3472,109.0,3,148.8,4,2,4,ACTIVE
3473,171.66666666666666,3,53.72,2,2,2,REGULARS
3474,101.42857142857144,7,167.4,4,4,4,ACTIVE
3475,121.25,4,33.7,3,3,1,REGULARS
3476,115.5,6,117.68,3,4,4,REGULARS
3477,531.0,1,35.91,1,1,1,NEW
3478,272.0,1,5.8,1,1,1,NEW
3479,149.75,4,81.2,3,3,3,REGULARS
3480,124.2,5,68.8,3,4,2,REGULARS
3481,144.75,4,138.4,3,3,4,REGULARS
3482,238.66666666666663,3,15.8,1,2,1,REGULARS
3483,72.83333333333333,6,177.67,4,4,4,ACTIVE
3484,54.4,10,207.33,4,4,4,ACTIVE
3485,196.0,3,63.81,2,2,2,REGULARS
3486,140.4,5,74.4,3,4,2,REGULARS
3487,120.0,6,45.5,3,4,2,REGULARS
3488,184.33333333333331,3,116.65,2,2,4,REGULARS
3489,143.6,5,135.61,3,4,4,REGULARS
3490,174.0,1,4.4,2,1,1,REGULARS
3491,79.85714285714286,7,113.8,4,4,3,ACTIVE
3493,172.25,4,51.1,2,3,2,REGULARS
3494,213.0,3,28.45,2,2,1,REGULARS
3495,85.0,8,217.85,4,4,4,ACTIVE
3496,161.0,4,50.9,2,3,2,REGULARS
3497,39.8,5,131.0,4,4,4,ACTIVE
3498,165.75,4,137.5,2,3,4,REGULARS
3499,79.375,8,196.03,4,4,4,ACTIVE
3500,81.0,5,128.96,4,4,4,ACTIVE
3501,282.5,2,16.6,1,1,1,NEW
3502,136.8,5,45.52,3,4,2,REGULARS
3503,31.0,1,4.1,4,1,1,REGULARS
3504,56.0,4,127.08,4,3,4,ACTIVE
3505,108.66666666666669,6,143.2,4,4,4,ACTIVE
3507,97.85714285714286,7,144.41,4,4,4,ACTIVE
3508,94.28571428571428,7,144.61,4,4,4,ACTIVE
3509,121.0,4,156.61,3,3,4,REGULARS
3510,362.0,1,7.3,1,1,1,NEW
3511,87.0,7,147.94,4,4,4,ACTIVE
3512,355.0,2,45.7,1,1,2,REGULARS
3513,107.5,2,52.5,4,1,2,REGULARS
3514,262.5,2,40.0,1,1,1,NEW
3515,125.2,5,59.8,3,4,2,REGULARS
3516,237.0,3,64.7,1,2,2,REGULARS
3517,90.75,8,158.74,4,4,4,ACTIVE
3518,115.33333333333331,6,146.35,3,4,4,REGULARS
3519,112.0,3,76.2,4,2,3,ACTIVE
3520,149.25,4,64.67,3,3,2,REGULARS
3521,154.0,4,32.9,2,3,1,REGULARS
3522,323.5,2,134.21,1,1,4,REGULARS
3523,90.57142857142856,7,119.15,4,4,4,ACTIVE
3524,128.6,5,89.55,3,4,3,REGULARS
3525,269.5,2,54.71,1,1,2,REGULARS
3526,118.2,5,138.63,3,4,4,REGULARS
3527,160.66666666666666,3,92.62,2,2,3,REGULARS
3528,159.66666666666666,3,51.55,2,2,2,REGULARS
3529,100.85714285714286,7,98.35,4,4,3,ACTIVE
3530,235.0,3,85.14,1,2,3,REGULARS
3531,130.4,5,223.5,3,4,4,REGULARS
3532,166.66666666666666,3,42.3,2,2,1,REGULARS
3533,495.0,1,39.3,1,1,1,NEW
3534,240.33333333333331,3,64.3,1,2,2,REGULARS
3535,136.4,5,221.5,3,4,4,REGULARS
3536,635.0,1,20.1,1,1,1,NEW
3537,107.33333333333331,6,104.4,4,4,3,ACTIVE
3538,232.33333333333331,3,21.3,1,2,1,REGULARS
3539,119.33333333333331,6,124.0,3,4,4,REGULARS
3540,225.0,3,22.4,1,2,1,REGULARS
3541,338.5,2,44.9,1,1,2,REGULARS
3542,98.5,2,28.9,4,1,1,REGULARS
3543,78.83333333333333,6,244.35,4,4,4,ACTIVE
3544,131.6,5,82.1,3,4,3,REGULARS
3545,99.0,4,150.4,4,3,4,ACTIVE
3546,159.0,3,46.21,2,2,2,REGULARS
3547,28.0,3,157.7,4,2,4,ACTIVE
3548,93.85714285714286,7,98.42,4,4,3,ACTIVE
3549,82.0,8,121.61,4,4,4,ACTIVE
3550,207.33333333333331,3,30.6,2,2,1,REGULARS
3551,147.33333333333334,3,60.71,3,2,2,REGULARS
3552,140.4,5,113.16,3,4,3,REGULARS
3553,191.66666666666663,3,37.05,2,2,1,REGULARS
3554,178.5,4,54.7,2,3,2,REGULARS
3555,442.0,1,21.2,1,1,1,NEW
3556,159.25,4,89.66,2,3,3,REGULARS
3557,150.75,4,131.63,3,3,4,REGULARS
3558,104.0,4,148.0,4,3,4,ACTIVE
3559,106.2,5,84.92,4,4,3,ACTIVE
3560,92.71428571428572,7,155.6,4,4,4,ACTIVE
3561,157.75,4,37.9,2,3,1,REGULARS
3562,118.75,5,204.76,3,4,4,REGULARS
3563,138.0,4,47.3,3,3,2,REGULARS
3564,225.0,3,40.3,1,2,1,REGULARS
3565,624.0,1,31.54,1,1,1,NEW
3566,356.5,2,18.6,1,1,1,NEW
3567,158.0,2,63.51,2,1,2,REGULARS
3568,126.0,4,22.85,3,3,1,REGULARS
3569,194.0,3,27.8,2,2,1,REGULARS
3570,143.25,4,74.7,3,3,2,REGULARS
3571,115.83333333333331,6,140.21,3,4,4,REGULARS
3572,102.0,2,100.4,4,1,3,REGULARS
3573,122.75,4,112.4,3,3,3,REGULARS
3574,113.0,6,83.91,3,4,3,REGULARS
3575,121.2,5,70.96,3,4,2,REGULARS
3576,594.0,1,10.0,1,1,1,NEW
3577,230.33333333333331,3,53.3,1,2,2,REGULARS
3578,238.0,2,36.96,1,1,1,NEW
3579,112.5,5,174.6,4,4,4,ACTIVE
3580,326.5,2,17.2,1,1,1,NEW
3581,81.28571428571429,7,176.22,4,4,4,ACTIVE
3582,105.16666666666669,6,146.62,4,4,4,ACTIVE
3583,99.71428571428572,7,106.2,4,4,3,ACTIVE
3584,82.85714285714286,7,183.1,4,4,4,ACTIVE
3585,149.5,2,50.4,3,1,2,REGULARS
3586,143.0,3,89.2,3,2,3,REGULARS
3587,136.0,5,73.62,3,4,2,REGULARS
3588,155.5,4,110.7,2,3,3,REGULARS
3589,111.0,6,80.01,4,4,3,ACTIVE
3590,106.83333333333331,6,86.55,4,4,3,ACTIVE
3591,77.66666666666667,3,98.65,4,2,3,ACTIVE
3592,124.4,5,83.86,3,4,3,REGULARS
3593,65.9,10,268.81,4,4,4,ACTIVE
3594,210.0,2,56.81,2,1,2,REGULARS
3595,103.28571428571428,7,100.1,4,4,3,ACTIVE
3596,141.6,5,86.5,3,4,3,REGULARS
3597,63.333333333333336,3,120.3,4,2,4,ACTIVE
3598,328.5,2,18.5,1,1,1,NEW
3599,74.4,5,84.85,4,4,3,ACTIVE
3600,105.16666666666669,6,119.92,4,4,4,ACTIVE
3601,82.5,4,50.5,4,3,2,ACTIVE
3602,224.5,2,24.5,1,1,1,NEW
3603,132.0,4,152.05,3,3,4,REGULARS
3604,85.0,6,119.01,4,4,4,ACTIVE
3605,269.0,1,14.5,1,1,1,NEW
3606,414.0,1,18.9,1,1,1,NEW
3607,676.0,1,11.2,1,1,1,NEW
3608,176.25,4,158.66,2,3,4,REGULARS
3609,119.2,5,81.3,3,4,3,REGULARS
3610,326.0,2,10.6,1,1,1,NEW
3611,232.5,2,49.15,1,1,2,REGULARS
3612,113.66666666666669,6,65.44,3,4,2,REGULARS
3613,176.0,4,125.25,2,3,4,REGULARS
3614,144.6,5,88.11,3,4,3,REGULARS
3615,154.5,4,68.9,2,3,2,REGULARS
3616,189.0,3,60.9,2,2,2,REGULARS
3617,124.6,5,133.9,3,4,4,REGULARS
3618,263.0,2,48.1,1,1,2,REGULARS
3619,131.0,5,83.41,3,4,3,REGULARS
3620,148.0,4,116.01,3,3,4,REGULARS
3621,103.57142857142856,7,149.45,4,4,4,ACTIVE
3622,91.6,5,48.4,4,4,2,ACTIVE
3623,164.0,2,69.6,2,1,2,REGULARS
3624,597.0,1,14.4,1,1,1,NEW
3625,439.0,1,3.4,1,1,1,NEW
3626,333.5,2,19.8,1,1,1,NEW
3627,542.0,1,83.3,1,1,3,REGULARS
3628,516.0,1,36.16,1,1,1,NEW
3629,101.16666666666669,6,170.51,4,4,4,ACTIVE
3630,260.5,2,46.8,1,1,2,REGULARS
3631,474.0,1,6.8,1,1,1,NEW
3632,283.5,2,25.0,1,1,1,NEW
3633,113.0,5,184.44,3,4,4,REGULARS
3634,14.0,2,16.6,4,1,1,REGULARS
3635,53.142857142857146,7,228.33,4,4,4,ACTIVE
3636,169.0,3,28.9,2,2,1,REGULARS
3637,57.66666666666666,3,115.3,4,2,3,ACTIVE
3638,109.0,2,35.0,4,1,1,REGULARS
3639,181.0,4,85.41,2,3,3,REGULARS
3640,112.66666666666669,3,69.65,3,2,2,REGULARS
3641,232.33333333333331,3,32.3,1,2,1,REGULARS
3642,208.0,3,161.46,2,2,4,REGULARS
3643,132.8,5,96.59,3,4,3,REGULARS
3644,226.0,3,73.0,1,2,2,REGULARS
3645,144.5,4,73.5,3,3,2,REGULARS
3646,149.25,4,90.4,3,3,3,REGULARS
3647,297.0,2,72.2,1,1,2,REGULARS
3648,211.0,1,46.0,2,1,2,REGULARS
3649,102.42857142857144,7,177.2,4,4,4,ACTIVE
3650,186.0,2,66.9,2,1,2,REGULARS
3651,92.66666666666669,6,213.56,4,4,4,ACTIVE
3652,205.0,2,15.7,2,1,1,REGULARS
3653,119.75,4,112.8,3,3,3,REGULARS
3654,280.5,2,19.8,1,1,1,NEW
3655,299.5,2,124.6,1,1,4,REGULARS
3656,236.33333333333331,3,110.16,1,2,3,REGULARS
3657,72.5,8,253.55,4,4,4,ACTIVE
3658,300.5,2,77.9,1,1,3,REGULARS
3659,156.5,4,35.96,2,3,1,REGULARS
3660,147.5,4,77.2,3,3,3,REGULARS
3661,166.5,4,91.74,2,3,3,REGULARS
3662,170.5,4,51.0,2,3,2,REGULARS
3663,90.875,8,158.5,4,4,4,ACTIVE
3664,228.33333333333331,3,67.9,1,2,2,REGULARS
3665,205.0,2,73.96,2,1,2,REGULARS
3666,125.4,5,62.6,3,4,2,REGULARS
3667,156.0,4,53.6,2,3,2,REGULARS
3668,112.5,6,87.8,4,4,3,ACTIVE
3669,138.25,4,108.48,3,3,3,REGULARS
3670,150.75,4,137.55,3,3,4,REGULARS
3671,207.66666666666663,3,75.86,2,2,3,REGULARS
3672,186.33333333333331,3,92.2,2,2,3,REGULARS
3673,150.0,4,76.95,3,3,3,REGULARS
3674,153.25,4,50.34,2,3,2,REGULARS
3675,138.4,5,109.5,3,4,3,REGULARS
3676,284.5,2,50.49,1,1,2,REGULARS
3677,50.6,5,137.16,4,4,4,ACTIVE
3678,235.33333333333331,3,71.2,1,2,2,REGULARS
3679,97.33333333333331,6,132.39,4,4,4,ACTIVE
3680,177.0,4,86.12,2,3,3,REGULARS
3681,182.0,4,85.1,2,3,3,REGULARS
3682,78.66666666666667,6,158.98,4,4,4,ACTIVE
3683,90.2,5,123.12,4,4,4,ACTIVE
3684,120.66666666666669,6,161.3,3,4,4,REGULARS
3685,176.0,3,128.98,2,2,4,REGULARS
3686,166.75,4,90.4,2,3,3,REGULARS
3687,91.0,5,136.09,4,4,4,ACTIVE
3688,229.66666666666663,3,143.66,1,2,4,REGULARS
3689,172.25,4,120.1,2,3,4,REGULARS
3690,125.0,2,62.4,3,1,2,REGULARS
3691,134.8,5,227.37,3,4,4,REGULARS
3692,144.0,5,149.1,3,4,4,REGULARS
3693,190.66666666666663,3,96.5,2,2,3,REGULARS
3694,103.2,5,50.1,4,4,2,ACTIVE
3695,177.25,4,33.4,2,3,1,REGULARS
3696,317.0,2,55.1,1,1,2,REGULARS
3697,178.25,4,57.93,2,3,2,REGULARS
3698,133.8,5,67.45,3,4,2,REGULARS
3699,167.66666666666666,3,119.8,2,2,4,REGULARS
3700,255.0,1,8.4,1,1,1,NEW
3701,123.0,4,147.69,3,3,4,REGULARS
3703,152.25,4,83.5,3,3,3,REGULARS
3704,103.0,5,82.1,4,4,3,ACTIVE
3705,167.5,4,62.8,2,3,2,REGULARS
3706,408.0,1,15.3,1,1,1,NEW
3707,192.5,2,27.75,2,1,1,REGULARS
3708,177.0,3,25.2,2,2,1,REGULARS
3709,119.4,5,191.84,3,4,4,REGULARS
3710,157.33333333333334,3,31.3,2,2,1,REGULARS
3711,294.5,2,26.85,1,1,1,NEW
3712,181.33333333333331,3,38.82,2,2,1,REGULARS
3713,176.75,4,93.61,2,3,3,REGULARS
3714,341.5,2,7.65,1,1,1,NEW
3715,211.66666666666663,3,18.7,2,2,1,REGULARS
3716,149.0,4,70.41,3,3,2,REGULARS
3717,175.5,4,70.11,2,3,2,REGULARS
3718,106.66666666666669,6,140.4,4,4,4,ACTIVE
3719,75.5,6,113.1,4,4,3,ACTIVE
3720,216.0,3,33.9,1,2,1,REGULARS
3721,135.6,5,104.03,3,4,3,REGULARS
3722,226.0,3,28.2,1,2,1,REGULARS
3723,291.0,1,3.9,1,1,1,NEW
3724,181.0,3,76.8,2,2,3,REGULARS
3725,331.0,2,33.9,1,1,1,NEW
3726,241.5,2,49.5,1,1,2,REGULARS
3727,121.4,5,143.81,3,4,4,REGULARS
3728,93.5,6,102.35,4,4,3,ACTIVE
3729,185.5,2,49.94,2,1,2,REGULARS
3730,173.75,4,71.25,2,3,2,REGULARS
3731,145.0,4,60.22,3,3,2,REGULARS
3732,101.57142857142856,7,209.02,4,4,4,ACTIVE
3733,293.0,2,12.0,1,1,1,NEW
3734,189.5,2,21.0,2,1,1,REGULARS
3735,133.75,4,80.7,3,3,3,REGULARS
3736,170.5,4,72.1,2,3,2,REGULARS
3737,66.0,11,229.58,4,4,4,ACTIVE
3738,91.0,4,35.2,4,3,1,ACTIVE
3739,239.0,3,25.6,1,2,1,REGULARS
3740,590.0,1,65.2,1,1,2,REGULARS
3741,85.25,4,139.1,4,3,4,ACTIVE
3742,230.0,2,60.86,1,1,2,REGULARS
3743,120.5,6,132.51,3,4,4,REGULARS
3744,140.66666666666666,3,89.3,3,2,3,REGULARS
3745,107.5,6,96.44,4,4,3,ACTIVE
3746,145.2,5,112.91,3,4,3,REGULARS
3747,210.0,2,32.6,2,1,1,REGULARS
3748,170.5,4,87.7,2,3,3,REGULARS
3749,152.5,4,134.99,3,3,4,REGULARS
3750,152.0,3,56.1,3,2,2,REGULARS
3751,239.33333333333331,3,99.5,1,2,3,REGULARS
3752,66.66666666666667,6,222.36,4,4,4,ACTIVE
3753,240.0,2,36.5,1,1,1,NEW
